15,15,3,010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,noop
15,15,3,101000100000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,noop
15,15,3,000000000100100101000100000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,noop
15,15,3,000100000100010000000000100100101000100000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,noop
15,15,3,001000100001000000100000100010000000000100100101000100000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,noop
15,15,3,010000000100000001000100001000000100000100010000000000100100101000100000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,noop
15,15,3,100000010000000010000000100000001000100001000000100000100010000000000100100101000100000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,noop
15,15,3,010000010000100100000010000000010000000100000001000100001000000100000100010000000000100100101000100000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,noop
15,15,3,000000000101000010000010000100100000010000000010000000100000001000100001000000100000100010000000000100100101000100000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,noop
15,15,3,000011000000001000000000101000010000010000100100000010000000010000000100000001000100001000000100000100010000000000100100101000100000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000,noop
15,15,3,100100000001000000011000000001000000000101000010000010000100100000010000000010000000100000001000100001000000100000100010000000000100100101000100000000010000000000100000000000000000000000000000000000000000000000000000000000000,noop
15,15,3,011000000000010100100000001000000011000000001000000000101000010000010000100100000010000000010000000100000001000100001000000100000100010000000000100100101000100000000010000000000100000000000000000000000000000000000000000000000,right
